,job_id,job_title,company_size,company_industry,country,remote_type,experience_levels,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
1916,1917,Data Scientist,MNC,Finance,Singapore,Remote,2,4,Bachelor,1,0,1,0,0,110318.0,9,2023,Low,2
1917,1918,Machine Learning Engineer,Medium,E-commerce,Germany,Onsite,2,7,PhD,0,0,0,0,0,118432.0,2,2023,Low,3
1918,1919,Business Analyst,MNC,Retail,India,Remote,1,10,Master,0,1,0,0,1,76011.0,4,2020,High,7
1919,1920,Business Analyst,Medium,E-commerce,UK,Remote,3,0,PhD,0,1,0,1,1,125456.0,6,2021,Low,6
1920,1921,Machine Learning Engineer,Enterprise,Technology,Australia,Onsite,3,3,PhD,0,1,0,1,1,166548.0,12,2021,High,7
1921,1922,Data Analyst,Enterprise,Finance,USA,Remote,2,10,Bachelor,0,0,1,0,1,95522.0,6,2021,High,8
1922,1923,Data Engineer,Medium,Technology,Canada,Hybrid,3,9,PhD,0,0,1,0,1,123709.0,3,2023,Medium,4
1923,1924,Machine Learning Engineer,Enterprise,E-commerce,UK,Remote,3,12,Master,0,1,1,1,0,167910.0,4,2021,High,9
1924,1925,Business Analyst,Startup,Education,Germany,Onsite,2,11,Bachelor,1,0,0,1,0,92130.0,7,2020,Medium,3
1925,1926,Business Analyst,Startup,Education,USA,Onsite,3,13,PhD,1,0,1,1,1,135044.0,7,2022,High,2
1926,1927,Data Engineer,Startup,Retail,Singapore,Remote,2,2,PhD,1,1,0,0,1,87551.0,3,2026,Low,2
1927,1928,Business Analyst,MNC,Finance,Singapore,Onsite,3,1,Master,0,0,0,1,0,138653.0,1,2021,High,7
1928,1929,Data Analyst,MNC,Education,Australia,Remote,2,10,Bachelor,0,1,0,1,1,116409.0,9,2020,Medium,6
1929,1930,Data Analyst,Startup,Healthcare,Germany,Hybrid,3,5,Master,1,1,1,0,0,112753.0,6,2025,Low,6
1930,1931,Data Scientist,Enterprise,Healthcare,USA,Hybrid,3,8,Bachelor,0,1,0,0,0,101731.0,10,2022,Medium,4
1931,1932,Data Analyst,Startup,Technology,Singapore,Remote,2,2,PhD,0,0,1,1,1,116671.0,3,2021,High,5
1932,1933,AI Engineer,Medium,Education,Canada,Remote,1,10,Bachelor,1,0,1,1,1,132428.0,3,2023,High,6
1933,1934,Machine Learning Engineer,Enterprise,Education,Germany,Remote,1,8,PhD,1,1,0,0,0,86302.0,6,2026,High,7
1934,1935,Machine Learning Engineer,Medium,E-commerce,Canada,Onsite,2,6,PhD,1,1,1,1,1,155979.0,12,2025,High,4
1935,1936,Data Engineer,Enterprise,Retail,Singapore,Hybrid,1,8,PhD,0,0,1,1,1,91257.0,4,2021,High,3
1936,1937,Data Scientist,Medium,Technology,India,Hybrid,2,14,Bachelor,1,0,1,1,0,104487.0,11,2025,High,5
1937,1938,Data Engineer,Medium,Technology,Canada,Onsite,3,7,PhD,1,0,1,1,0,131805.0,5,2026,High,4
1938,1939,AI Engineer,Startup,E-commerce,Singapore,Onsite,1,7,PhD,1,0,0,0,0,89964.0,10,2025,High,9
1939,1940,Data Scientist,Startup,Finance,Australia,Remote,1,6,PhD,0,0,1,1,0,80237.0,2,2023,High,1
1940,1941,Data Analyst,MNC,Education,India,Hybrid,3,9,PhD,0,0,1,0,0,139938.0,11,2024,High,8
1941,1942,AI Engineer,Enterprise,Technology,UK,Hybrid,1,1,PhD,1,1,1,1,1,133428.0,1,2024,High,3
1942,1943,AI Engineer,Enterprise,Healthcare,Canada,Hybrid,1,12,PhD,0,1,0,1,0,100717.0,10,2021,Medium,1
1943,1944,Data Analyst,Enterprise,Retail,India,Hybrid,3,1,PhD,1,1,0,0,1,112199.0,10,2022,Low,2
1944,1945,Data Scientist,Medium,E-commerce,USA,Remote,1,6,Bachelor,0,0,1,1,0,78991.0,7,2022,High,5
1945,1946,Machine Learning Engineer,Medium,Healthcare,India,Remote,3,13,PhD,0,0,1,0,1,168902.0,8,2022,Medium,3
1946,1947,Data Scientist,Startup,Retail,Germany,Onsite,3,10,PhD,0,1,1,0,0,110683.0,7,2022,High,7
1947,1948,Machine Learning Engineer,Enterprise,Education,India,Onsite,1,2,Bachelor,1,1,1,0,1,117819.0,1,2025,Low,4
1948,1949,Data Engineer,Enterprise,Finance,Germany,Remote,3,6,Bachelor,1,0,1,0,1,129077.0,8,2024,Low,4
1949,1950,AI Engineer,Enterprise,Technology,USA,Hybrid,2,6,Master,1,1,1,0,0,127430.0,6,2024,High,7
1950,1951,Data Scientist,Startup,Technology,Germany,Hybrid,3,3,Bachelor,1,0,0,0,1,111987.0,5,2024,Low,3
1951,1952,Data Engineer,MNC,Healthcare,India,Hybrid,1,14,PhD,0,1,1,1,0,101834.0,10,2024,High,9
1952,1953,Data Engineer,Enterprise,Technology,Singapore,Onsite,1,13,Master,1,1,1,0,0,66775.0,3,2026,Medium,3
1953,1954,Data Engineer,Startup,E-commerce,India,Remote,2,0,PhD,0,0,1,1,0,103752.0,5,2025,High,9
1954,1955,AI Engineer,Startup,Technology,Germany,Remote,3,7,PhD,1,1,1,0,0,159045.0,11,2026,Low,5
1955,1956,AI Engineer,Medium,Retail,Singapore,Remote,2,3,Bachelor,1,1,1,0,0,130950.0,10,2023,High,8
1956,1957,Data Scientist,MNC,Technology,India,Hybrid,1,6,PhD,1,1,0,0,0,65629.0,1,2026,Low,6
1957,1958,Data Scientist,Enterprise,Education,Singapore,Remote,2,5,Master,1,0,0,0,0,78456.0,1,2024,Low,4
1958,1959,Data Analyst,Enterprise,Retail,Singapore,Hybrid,1,1,PhD,0,0,0,0,0,54352.0,2,2021,High,7
1959,1960,AI Engineer,Medium,Finance,Singapore,Onsite,3,1,PhD,0,0,0,1,1,160893.0,10,2023,Low,3
1960,1961,Business Analyst,Medium,Finance,Australia,Remote,2,8,Master,0,0,0,1,1,98779.0,6,2022,Medium,6
1961,1962,Business Analyst,Medium,Finance,UK,Onsite,3,13,Master,1,1,1,1,1,137309.0,3,2020,High,3
1962,1963,AI Engineer,MNC,Healthcare,Canada,Hybrid,2,12,PhD,0,1,1,1,0,163166.0,6,2021,High,2
1963,1964,AI Engineer,MNC,Retail,Germany,Hybrid,1,9,PhD,0,1,0,1,0,126378.0,5,2022,Medium,1
1964,1965,Data Analyst,Medium,Technology,Australia,Hybrid,3,4,PhD,1,0,0,1,1,121646.0,8,2025,Low,1
1965,1966,Machine Learning Engineer,MNC,E-commerce,Australia,Remote,2,6,PhD,1,0,1,1,0,160451.0,6,2022,High,4
1966,1967,Data Analyst,MNC,Education,Australia,Hybrid,3,4,PhD,1,1,1,0,1,141946.0,6,2022,High,8
1967,1968,Data Scientist,Startup,Education,India,Onsite,1,4,Bachelor,0,1,1,1,0,81591.0,10,2023,High,9
1968,1969,Machine Learning Engineer,MNC,Technology,Canada,Hybrid,3,12,PhD,0,1,1,1,1,201691.0,8,2020,High,2
1969,1970,Data Scientist,MNC,Education,Australia,Onsite,2,7,Bachelor,1,1,0,0,1,101266.0,9,2021,High,8
1970,1971,Business Analyst,Startup,Retail,Germany,Remote,2,5,Master,0,1,1,1,0,106900.0,4,2022,High,5
1971,1972,Business Analyst,Startup,Healthcare,Australia,Remote,1,5,Bachelor,1,0,1,1,1,87124.0,1,2022,High,4
1972,1973,Data Analyst,Enterprise,Healthcare,UK,Hybrid,1,1,PhD,1,1,0,1,1,77803.0,12,2023,Low,4
1973,1974,AI Engineer,Medium,Technology,Germany,Remote,2,6,Master,1,0,1,0,0,126756.0,12,2024,Low,6
1974,1975,Data Scientist,Startup,Education,Germany,Hybrid,1,1,Bachelor,0,0,1,1,1,92281.0,7,2021,High,2
1975,1976,Business Analyst,Medium,Technology,USA,Hybrid,1,13,Bachelor,0,1,1,1,1,85641.0,12,2020,High,9
1976,1977,Data Analyst,Enterprise,Retail,Germany,Onsite,2,8,PhD,0,0,0,1,0,89150.0,9,2025,High,8
1977,1978,AI Engineer,Medium,Education,Canada,Onsite,1,3,Master,1,1,1,0,1,114814.0,12,2021,Low,1
1978,1979,Data Engineer,MNC,E-commerce,UK,Remote,3,0,Master,0,1,0,1,1,145623.0,11,2026,Low,3
1979,1980,Data Engineer,Medium,Finance,India,Onsite,2,1,Master,0,0,0,1,0,92224.0,10,2020,Low,4
1980,1981,Data Engineer,Enterprise,Healthcare,Singapore,Hybrid,3,11,PhD,0,0,0,1,0,111376.0,1,2024,Medium,4
1981,1982,Data Engineer,Enterprise,Technology,Canada,Onsite,1,8,PhD,1,1,1,1,0,83823.0,3,2021,High,4
1982,1983,Data Scientist,Enterprise,Education,UK,Onsite,2,0,Bachelor,0,0,0,0,0,73398.0,2,2022,High,7
1983,1984,AI Engineer,Medium,Healthcare,USA,Remote,1,10,PhD,0,0,0,1,1,113447.0,1,2020,Medium,4
1984,1985,Business Analyst,MNC,Healthcare,USA,Hybrid,3,2,PhD,1,1,0,0,1,129173.0,5,2024,Low,6
1985,1986,Data Engineer,Medium,Education,India,Onsite,2,11,Bachelor,0,0,0,1,0,94534.0,2,2023,High,7
1986,1987,Data Analyst,Medium,Finance,Germany,Hybrid,2,12,Bachelor,0,1,1,0,0,86444.0,5,2022,High,9
1987,1988,Data Analyst,Startup,Retail,India,Onsite,1,11,Bachelor,1,0,1,1,0,79940.0,11,2021,High,4
1988,1989,Business Analyst,Startup,Education,USA,Hybrid,3,14,Master,0,0,0,0,1,110229.0,9,2023,Medium,3
1989,1990,Machine Learning Engineer,Startup,Retail,Australia,Remote,2,14,Bachelor,1,0,0,0,0,114200.0,12,2021,High,9
1990,1991,Data Engineer,MNC,Finance,UK,Hybrid,1,6,PhD,0,0,1,1,0,101713.0,12,2022,High,4
1991,1992,Data Engineer,Startup,Technology,India,Onsite,3,9,Bachelor,0,0,0,1,0,116207.0,9,2021,High,7
1992,1993,Data Scientist,MNC,Technology,India,Onsite,3,11,Bachelor,0,0,1,0,1,148963.0,4,2020,Medium,1
1993,1994,AI Engineer,MNC,Education,Germany,Onsite,1,3,Master,0,1,1,0,0,121119.0,7,2020,Low,3
1994,1995,Data Analyst,Medium,E-commerce,Australia,Hybrid,2,12,Bachelor,1,0,0,0,0,77084.0,6,2026,Medium,6
1995,1996,Business Analyst,Medium,E-commerce,Australia,Onsite,3,6,Bachelor,0,1,1,1,1,137589.0,3,2021,High,4
1996,1997,Business Analyst,Enterprise,Education,Germany,Hybrid,2,12,Master,0,1,1,0,0,89297.0,12,2023,High,7
1997,1998,Data Analyst,MNC,Education,Germany,Hybrid,1,14,Bachelor,0,1,1,1,1,107805.0,8,2026,High,5
1998,1999,Data Analyst,Startup,Education,Singapore,Remote,3,12,Master,0,1,0,0,0,95434.0,9,2020,Medium,1
1999,2000,Data Scientist,Startup,Healthcare,Germany,Onsite,2,0,PhD,0,1,1,0,0,87679.0,12,2021,Low,6
2000,2001,AI Engineer,Medium,Retail,India,Hybrid,1,0,PhD,1,0,1,1,0,121511.0,10,2025,High,7
2001,2002,AI Engineer,MNC,Healthcare,Canada,Remote,1,14,PhD,0,1,0,1,1,132621.0,2,2025,High,7
2002,2003,Business Analyst,Startup,E-commerce,Canada,Remote,3,11,PhD,0,1,0,1,0,113768.0,11,2020,Medium,5
2003,2004,AI Engineer,Medium,Healthcare,UK,Remote,2,10,PhD,0,1,0,1,1,137444.0,8,2024,Medium,2
2004,2005,Data Scientist,MNC,Technology,USA,Hybrid,1,10,Master,1,0,1,1,1,114991.0,6,2021,High,4
2005,2006,Business Analyst,MNC,Healthcare,Germany,Remote,3,11,Master,0,1,0,1,0,138751.0,5,2022,Medium,4
2006,2007,Data Scientist,MNC,Retail,USA,Hybrid,3,2,PhD,0,1,0,0,0,121932.0,6,2021,Low,5
2007,2008,Data Scientist,Medium,Healthcare,Germany,Onsite,1,3,Bachelor,1,1,1,0,1,77582.0,2,2020,High,9
2008,2009,AI Engineer,Enterprise,Technology,USA,Onsite,3,1,Bachelor,0,1,0,1,1,166712.0,8,2020,High,7
2009,2010,AI Engineer,Medium,Technology,India,Remote,2,3,Master,0,0,0,0,0,112789.0,9,2022,Low,3
2010,2011,Data Scientist,Enterprise,E-commerce,Germany,Hybrid,3,7,Bachelor,1,0,0,0,1,113370.0,12,2020,Low,4
2011,2012,Data Engineer,Medium,Education,USA,Onsite,2,3,Bachelor,0,1,0,0,1,84363.0,12,2023,Low,6
2012,2013,Data Scientist,Startup,Education,Singapore,Hybrid,2,12,PhD,0,1,1,0,1,96630.0,7,2020,High,9
2013,2014,Machine Learning Engineer,Medium,Finance,Australia,Hybrid,3,10,PhD,1,0,0,0,0,136055.0,8,2020,High,7
2014,2015,Business Analyst,Medium,Retail,Germany,Hybrid,1,3,Master,1,1,1,0,1,71363.0,2,2023,High,7
2015,2016,Data Scientist,Enterprise,Technology,Australia,Remote,1,13,Bachelor,1,0,1,0,1,74150.0,5,2022,Medium,1
2016,2017,Business Analyst,Enterprise,E-commerce,Australia,Onsite,2,13,PhD,1,1,1,1,1,114612.0,1,2022,High,8
2017,2018,Data Scientist,Medium,Finance,Germany,Hybrid,1,7,PhD,1,1,1,0,0,60892.0,1,2025,High,9
2018,2019,AI Engineer,Enterprise,Technology,Canada,Hybrid,3,0,PhD,1,1,1,1,1,179151.0,7,2025,High,7
2019,2020,AI Engineer,Enterprise,Retail,USA,Onsite,1,13,Master,1,1,1,1,1,131044.0,10,2025,High,3
2020,2021,Business Analyst,Startup,E-commerce,USA,Remote,3,14,Bachelor,0,0,1,1,1,136715.0,8,2025,High,6
2021,2022,Machine Learning Engineer,Startup,Finance,India,Hybrid,2,5,Bachelor,1,1,1,0,1,144302.0,10,2020,Low,5
2022,2023,AI Engineer,Enterprise,E-commerce,Singapore,Onsite,2,6,Master,1,1,1,1,0,146463.0,3,2024,High,5
2023,2024,Business Analyst,MNC,E-commerce,Canada,Onsite,2,1,Bachelor,1,1,1,0,1,123720.0,6,2023,Low,6
2024,2025,Data Scientist,Startup,Education,Germany,Hybrid,1,2,Bachelor,0,1,0,1,0,67530.0,9,2024,Low,6
2025,2026,Business Analyst,Medium,Technology,Canada,Onsite,3,14,Bachelor,1,1,1,0,0,114848.0,8,2020,High,7
2026,2027,Machine Learning Engineer,Enterprise,Finance,Singapore,Onsite,2,7,Master,0,1,0,0,0,114789.0,6,2022,High,9
2027,2028,Data Scientist,Enterprise,Education,Singapore,Onsite,3,12,Master,1,1,1,0,1,129900.0,7,2020,Medium,4
2028,2029,Machine Learning Engineer,Startup,E-commerce,Germany,Hybrid,1,5,Bachelor,1,1,0,0,1,96604.0,5,2021,High,9
2029,2030,Business Analyst,MNC,Technology,Australia,Hybrid,1,12,Bachelor,0,0,0,0,1,76382.0,11,2020,Medium,5
2030,2031,Data Scientist,Medium,Retail,UK,Remote,1,11,PhD,1,0,0,0,0,50745.0,8,2024,Medium,2
2031,2032,Data Engineer,MNC,Retail,UK,Remote,3,10,PhD,1,0,0,1,1,141997.0,8,2021,Medium,4
2032,2033,Machine Learning Engineer,Enterprise,Healthcare,Germany,Remote,1,11,PhD,1,0,1,1,0,123813.0,9,2023,High,5
2033,2034,Machine Learning Engineer,Startup,Finance,Germany,Remote,1,4,PhD,1,1,1,0,0,103505.0,7,2025,Low,6
2034,2035,Data Analyst,MNC,Healthcare,UK,Remote,2,10,Master,1,1,0,0,0,90610.0,1,2022,Medium,6
2035,2036,Data Analyst,Medium,Technology,Singapore,Remote,3,1,PhD,1,1,1,0,1,125817.0,12,2021,Low,3
2036,2037,Data Analyst,Startup,Finance,India,Hybrid,3,8,Bachelor,1,1,0,0,0,102988.0,7,2023,High,9
2037,2038,Business Analyst,MNC,Finance,UK,Onsite,2,7,Master,0,1,0,1,0,113574.0,5,2026,High,7
2038,2039,Data Scientist,Enterprise,E-commerce,Canada,Hybrid,2,8,Master,1,1,1,0,0,94121.0,5,2023,High,8
2039,2040,Business Analyst,Medium,Technology,Australia,Hybrid,1,3,Master,0,1,0,1,0,67137.0,11,2023,High,9
2040,2041,Data Analyst,Startup,Healthcare,Canada,Onsite,3,8,Bachelor,0,1,0,1,0,111358.0,9,2023,High,7
2041,2042,Data Analyst,Enterprise,Technology,UK,Onsite,2,10,Bachelor,0,1,0,1,0,89072.0,3,2026,Medium,3
2042,2043,Data Scientist,Enterprise,Finance,Germany,Onsite,3,13,Master,1,1,0,1,0,114749.0,11,2020,Medium,2
2043,2044,Data Analyst,Medium,Retail,Germany,Onsite,2,14,Master,1,1,1,1,1,114264.0,8,2020,High,5
2044,2045,Data Scientist,Startup,Education,Australia,Remote,1,9,Bachelor,1,1,0,1,0,62475.0,10,2021,High,7
2045,2046,Machine Learning Engineer,Medium,E-commerce,UK,Hybrid,2,1,PhD,0,1,0,0,1,128134.0,3,2020,High,9
2046,2047,Machine Learning Engineer,Enterprise,E-commerce,UK,Hybrid,2,11,Bachelor,1,1,1,1,1,152424.0,8,2020,High,6
2047,2048,Machine Learning Engineer,Enterprise,Finance,UK,Remote,2,12,Bachelor,1,1,1,1,1,150121.0,3,2024,High,2
2048,2049,Data Scientist,Enterprise,Retail,Germany,Remote,3,12,PhD,1,1,1,0,1,129676.0,5,2024,High,8
2049,2050,AI Engineer,Startup,E-commerce,Canada,Hybrid,2,10,Master,0,0,0,1,0,131989.0,3,2024,Medium,5
2050,2051,Business Analyst,MNC,Healthcare,USA,Onsite,3,13,Bachelor,0,0,0,0,0,124851.0,3,2025,High,9
2051,2052,Data Engineer,Enterprise,Finance,UK,Onsite,1,13,Master,1,1,0,1,1,79660.0,10,2025,Medium,4
2052,2053,Business Analyst,MNC,Finance,Australia,Onsite,2,1,PhD,1,0,0,1,1,123493.0,2,2020,High,8
2053,2054,Data Engineer,Startup,Education,Germany,Onsite,2,4,Master,1,0,1,1,0,105623.0,5,2026,High,7
2054,2055,Data Scientist,Enterprise,E-commerce,Canada,Onsite,2,12,Bachelor,1,0,0,0,1,80017.0,6,2026,High,9
2055,2056,Data Analyst,Startup,Education,Singapore,Hybrid,1,3,Bachelor,1,1,1,0,1,79897.0,10,2023,High,7
2056,2057,AI Engineer,Medium,E-commerce,Canada,Remote,3,4,PhD,0,1,1,0,0,156260.0,2,2021,Low,3
2057,2058,AI Engineer,Enterprise,Education,India,Remote,2,3,Master,1,1,0,1,1,139648.0,9,2022,High,9
2058,2059,AI Engineer,Enterprise,Education,USA,Onsite,2,4,PhD,1,0,0,0,1,125414.0,6,2026,Low,4
2059,2060,Data Engineer,Enterprise,Technology,Australia,Onsite,1,12,Bachelor,1,0,0,1,0,68213.0,3,2021,High,9
2060,2061,Business Analyst,Medium,Education,Canada,Remote,3,8,PhD,0,1,1,0,1,125021.0,7,2023,High,9
2061,2062,Data Engineer,Startup,Healthcare,USA,Onsite,1,4,Bachelor,0,0,0,1,1,75599.0,5,2022,High,7
2062,2063,Data Analyst,MNC,Finance,USA,Hybrid,2,3,Bachelor,1,0,0,0,0,93528.0,9,2024,Low,4
2063,2064,Data Engineer,Startup,E-commerce,USA,Remote,3,9,Master,0,1,1,0,0,114174.0,4,2024,High,9
2064,2065,Data Analyst,Medium,Healthcare,Australia,Onsite,3,6,PhD,0,1,1,1,1,136356.0,5,2025,High,7
2065,2066,Data Scientist,Startup,Education,Australia,Onsite,2,1,Bachelor,0,1,0,1,0,92282.0,8,2022,Low,2
2066,2067,Data Engineer,Startup,Technology,Canada,Hybrid,3,0,PhD,0,0,0,1,0,113254.0,5,2021,High,7
2067,2068,Data Engineer,Startup,E-commerce,Canada,Hybrid,1,10,Bachelor,1,1,1,1,1,85359.0,3,2024,High,9
2068,2069,Machine Learning Engineer,Enterprise,Education,Canada,Onsite,2,9,Master,1,0,1,1,0,140878.0,1,2022,High,1
2069,2070,Data Engineer,Startup,Technology,India,Remote,1,13,PhD,1,1,1,0,0,61757.0,1,2023,Medium,2
2070,2071,Data Analyst,Startup,Education,India,Remote,1,8,PhD,0,1,1,0,0,62768.0,2,2025,Medium,1
2071,2072,Machine Learning Engineer,Startup,Technology,USA,Hybrid,3,5,PhD,0,0,0,1,0,153752.0,9,2021,Low,4
2072,2073,Business Analyst,Enterprise,Finance,UK,Onsite,1,4,Bachelor,1,0,1,0,1,71233.0,11,2025,High,8
2073,2074,AI Engineer,Enterprise,Healthcare,India,Onsite,2,0,PhD,0,1,0,1,1,144879.0,12,2024,Low,5
2074,2075,Business Analyst,Startup,Healthcare,Canada,Onsite,3,0,PhD,0,1,1,0,1,123774.0,4,2024,High,9
2075,2076,Data Scientist,Enterprise,Education,India,Onsite,1,0,PhD,0,1,1,0,1,72287.0,2,2024,Low,2
2076,2077,AI Engineer,MNC,E-commerce,Singapore,Remote,3,0,PhD,1,1,1,0,0,175237.0,11,2020,High,8
2077,2078,Data Scientist,Enterprise,E-commerce,Singapore,Hybrid,1,14,Master,1,1,1,0,0,64902.0,5,2023,Medium,3
2078,2079,Business Analyst,MNC,Finance,USA,Hybrid,1,1,Master,1,1,0,1,0,80260.0,8,2025,Low,2
2079,2080,AI Engineer,Enterprise,Technology,Germany,Remote,2,0,Master,1,1,1,1,0,142533.0,4,2022,High,8
2080,2081,Machine Learning Engineer,Enterprise,Healthcare,UK,Onsite,2,4,Bachelor,1,1,1,1,1,154161.0,12,2020,High,2
2081,2082,Business Analyst,Startup,Finance,India,Remote,1,12,Bachelor,0,1,0,0,1,60051.0,3,2026,Medium,2
2082,2083,Data Analyst,Startup,Education,India,Remote,1,13,Bachelor,0,0,0,0,0,49002.0,6,2024,High,8
2083,2084,Data Analyst,Medium,Finance,Germany,Remote,2,2,Bachelor,1,1,1,1,1,114121.0,1,2026,High,6
2084,2085,Business Analyst,Startup,Education,Canada,Hybrid,1,13,PhD,1,0,0,0,1,61355.0,12,2020,Medium,6
2085,2086,AI Engineer,Medium,Education,India,Onsite,1,6,PhD,1,0,1,1,0,117773.0,11,2021,High,9
2086,2087,Machine Learning Engineer,Startup,Finance,Germany,Hybrid,2,0,Bachelor,0,1,1,0,0,132203.0,4,2026,Low,4
2087,2088,Business Analyst,MNC,Education,Australia,Hybrid,1,8,Bachelor,1,1,0,0,0,69716.0,9,2020,Medium,4
2088,2089,Data Scientist,Medium,Technology,Germany,Remote,3,9,PhD,0,1,1,0,1,127564.0,6,2021,Medium,1
2089,2090,Data Analyst,Medium,E-commerce,Germany,Remote,1,7,Bachelor,0,0,1,1,0,78496.0,5,2025,High,9
2090,2091,Business Analyst,Enterprise,Retail,Germany,Remote,3,8,Bachelor,1,0,0,1,0,119752.0,7,2024,High,8
2091,2092,Business Analyst,Startup,E-commerce,Germany,Remote,2,13,Master,0,0,0,1,0,92872.0,11,2023,Medium,6
2092,2093,Business Analyst,Enterprise,Technology,Australia,Remote,2,14,Master,0,1,1,0,0,87560.0,4,2020,Medium,6
2093,2094,AI Engineer,Medium,Education,India,Onsite,3,8,Bachelor,1,0,0,0,0,142597.0,5,2020,Medium,6
2094,2095,Business Analyst,Startup,Retail,India,Remote,1,4,Bachelor,1,0,1,1,1,85875.0,4,2021,High,1
2095,2096,AI Engineer,Medium,Finance,Australia,Remote,3,11,Bachelor,1,0,0,0,0,136128.0,2,2023,Medium,5
2096,2097,AI Engineer,Startup,Education,USA,Onsite,1,3,Master,1,0,0,0,1,102261.0,4,2026,High,9
2097,2098,Data Analyst,Medium,Education,Singapore,Hybrid,1,3,PhD,0,1,0,1,0,62260.0,6,2021,Low,4
2098,2099,Machine Learning Engineer,Medium,E-commerce,USA,Onsite,3,14,Bachelor,0,1,1,1,0,168966.0,5,2021,High,9
2099,2100,Machine Learning Engineer,MNC,Retail,Singapore,Remote,3,11,Master,1,1,0,0,1,171867.0,4,2022,Medium,5
2100,2101,AI Engineer,Medium,Healthcare,Germany,Hybrid,1,13,Master,1,0,1,1,0,120727.0,3,2026,High,7
2101,2102,Data Scientist,MNC,Finance,Germany,Remote,2,5,PhD,1,1,0,1,0,109475.0,12,2021,High,7
2102,2103,AI Engineer,Enterprise,Technology,UK,Remote,2,12,Bachelor,1,1,1,0,0,130604.0,4,2026,High,8
2103,2104,AI Engineer,Medium,E-commerce,Germany,Hybrid,1,3,PhD,1,1,1,0,1,115171.0,2,2025,Low,3
2104,2105,Business Analyst,Startup,Retail,Germany,Hybrid,2,12,Bachelor,0,1,1,1,1,113532.0,1,2023,High,5
2105,2106,Data Analyst,Medium,E-commerce,Germany,Hybrid,1,12,PhD,0,1,0,1,0,63726.0,7,2023,Medium,1
2106,2107,Data Scientist,Medium,Retail,Germany,Onsite,3,10,PhD,0,1,1,0,0,111058.0,5,2021,Medium,3
2107,2108,Data Scientist,MNC,Technology,Singapore,Remote,1,11,Master,1,1,0,0,0,72011.0,5,2026,High,9
2108,2109,Machine Learning Engineer,Enterprise,Retail,India,Onsite,2,10,Bachelor,1,0,0,0,0,117710.0,3,2022,Medium,5
2109,2110,Data Scientist,Enterprise,Finance,Germany,Hybrid,1,3,Bachelor,0,0,1,1,0,77079.0,1,2020,High,7
2110,2111,Data Analyst,Enterprise,Healthcare,India,Hybrid,3,6,PhD,0,1,0,0,0,100290.0,6,2026,Low,3
2111,2112,Business Analyst,Startup,E-commerce,UK,Remote,2,14,Bachelor,1,0,1,1,0,102707.0,2,2025,High,4
2112,2113,Data Engineer,MNC,Finance,USA,Remote,3,0,Master,1,1,1,1,0,151485.0,10,2025,High,2
2113,2114,Business Analyst,Startup,Education,India,Hybrid,3,6,Master,0,0,0,0,1,111419.0,1,2020,Low,6
2114,2115,Machine Learning Engineer,Startup,Finance,UK,Onsite,1,2,Master,1,1,0,1,1,110500.0,11,2022,High,9
2115,2116,AI Engineer,Enterprise,Education,Singapore,Onsite,2,10,Bachelor,0,1,0,0,0,116608.0,3,2026,High,8
2116,2117,Machine Learning Engineer,MNC,Retail,Singapore,Onsite,3,11,Master,1,1,1,0,1,188734.0,10,2024,Medium,6
2117,2118,Data Scientist,MNC,Retail,India,Remote,3,2,PhD,1,1,1,0,0,137798.0,9,2022,Low,4
2118,2119,Business Analyst,MNC,Finance,Canada,Hybrid,2,0,Master,0,0,0,1,0,114350.0,9,2021,High,9
2119,2120,Data Engineer,Enterprise,Retail,Australia,Hybrid,1,5,PhD,1,0,0,0,1,56284.0,11,2024,Low,4
2120,2121,Data Scientist,Medium,Finance,Australia,Hybrid,3,14,Bachelor,0,0,0,1,1,128828.0,3,2026,Medium,2
2121,2122,Machine Learning Engineer,Startup,Finance,Germany,Hybrid,3,0,Master,0,1,1,1,0,166497.0,9,2021,High,7
2122,2123,AI Engineer,Medium,Finance,Canada,Remote,2,11,Master,0,0,0,1,1,142834.0,5,2026,Medium,5
2123,2124,Business Analyst,MNC,Retail,Australia,Onsite,1,13,Master,0,1,0,0,1,78918.0,3,2021,Medium,3
2124,2125,Data Scientist,Medium,Technology,Singapore,Onsite,2,13,Bachelor,1,0,0,0,0,75982.0,1,2025,Medium,1
2125,2126,Business Analyst,MNC,Healthcare,USA,Hybrid,1,14,Master,1,0,1,0,1,98636.0,10,2023,Medium,3
2126,2127,AI Engineer,MNC,Education,Canada,Onsite,3,10,PhD,0,1,0,1,0,172999.0,8,2020,Medium,3
2127,2128,Business Analyst,Startup,Healthcare,Canada,Hybrid,3,0,Master,1,1,1,1,0,133880.0,2,2025,High,6
2128,2129,Data Engineer,Startup,Finance,Canada,Onsite,1,10,Master,0,1,0,1,0,61527.0,5,2026,Medium,4
2129,2130,Machine Learning Engineer,Medium,Education,USA,Hybrid,3,2,Master,1,1,0,1,1,166626.0,8,2024,High,7
2130,2131,Machine Learning Engineer,Enterprise,Retail,Singapore,Onsite,1,14,PhD,0,1,1,0,1,111827.0,4,2024,Medium,2
2131,2132,Business Analyst,Startup,Finance,USA,Remote,3,11,Master,0,0,0,0,1,113157.0,2,2026,Medium,3
